year_month,observed,ma12,trend,seasonal,residual
2023-05,1.872,2.8766666666666665,2.8508333333333336,1.6236506779100528,-2.6024840112433862
2023-06,1.76,2.8250000000000006,2.8379999999999996,1.1196477017195772,-2.1976477017195766
2023-07,6.733,2.8509999999999995,2.882166666666666,1.0859899636243389,2.764843369708995
2023-08,2.984,2.9133333333333336,2.7996250000000003,0.4704810350529099,-0.28610603505291016
2023-09,2.858,2.685916666666666,2.701,-0.028045750661375716,0.18504575066137574
2023-10,3.298,2.7160833333333336,2.8145833333333337,0.4314185350529099,0.05199813161375649
2023-11,0.944,2.9130833333333332,3.0090833333333333,-1.139100909391534,-0.9259824239417993
2023-12,2.457,3.1050833333333334,,-0.9665100363756612,
2024-01,3.012,,,-1.4601796792328043,
2024-02,0.634,,,-1.2098314649470898,
2024-03,3.821,,,-0.5411320601851852,
2024-04,4.584,,,0.6136119874338625,
2024-05,4.176,,,1.6236506779100528,
